university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
KU Leuven,Bioinformatics,MSc,,2,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/msc-bioinformatics-10600
University of Primorska,Bioinformatics,Bachelor,,3,N/A,"Koper, Slovenia",https://www.study.eu/university/university-of-primorska/bachelor-bioinformatics
Queen Mary University of London,Bioinformatics,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-bioinformatics-26852
Aarhus University,Bioinformatics,MSc,35883,2,N/A,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-bioinformatics
University of Potsdam,Bioinformatics,MSc,,,N/A,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/bioinformatics-9ddaf6a9-8c1d-4ae0-a8ec-7429805c9249
Open University of Catalonia,Bioinformatics,PhD,,,N/A,"Barcelona, Spain",https://www.study.eu/university/open-university-of-catalonia/bioinformatics-dcd169b6-e9f9-415f-8c58-5798a69be9c5
Autonomous University of Barcelona,Bioinformatics,Master,,,N/A,"Barcelona, Spain",https://www.study.eu/university/autonomous-university-of-barcelona/bioinformatics-9a03e968-c307-488e-8127-052c7729b126
Wrocław University of Science and Technology,Bioinformatics,MA,,,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/bioinformatics-c665969b-b292-4525-9d45-86d90291719c
University College Cork (UCC),Bioinformatics and Computational Biology,MSc,,1,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/bioinformatics-and-computational-biology-510ad1c0-68b2-4a42-bb45-d79363b9af76
VSB - Technical University of Ostrava,Bioinformatics and Computational Biology,PhD,,4,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-bioinformatics-and-computational-biology
Universidad Autónoma de Madrid,Bioinformatics and Computational Biology,Master,,,N/A,"Madrid, Spain",https://www.study.eu/university/universidad-autonoma-de-madrid/bioinformatics-and-computational-biology
ITMO University,Bioinformatics and Systems Biology,MSc,,2,N/A,"Saint Petersburg, Russia",https://www.study.eu/university/itmo-university/bioinformatics-and-systems-biology-11641
Technical University of Denmark (DTU),Bioinformatics and Systems Biology,Master,,2,N/A,"Copenhagen, Denmark",https://www.study.eu/university/technical-university-of-denmark-dtu/bioinformatics-and-systems-biology
VU Amsterdam,Bioinformatics and Systems Biology,Master,,2,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-bioinformatics-and-systems-biology
University of Manchester,Bioinformatics and Systems Biology,MSc,26910,1,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/bioinformatics-and-systems-biology-5379
UvA University of Amsterdam,Bioinformatics and Systems Biology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-bioinformatics-and-systems-biology-28399
University of Milan,Bioinformatics for computational genomics,Master,,2,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/bioinformatics-for-computational-genomics
University of Barcelona,Bioinformatics for health sciences,Master,,,N/A,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/bioinformatics-for-health-sciences-1cac7d44-07c9-4e5d-b2d0-444f2955cc0b
Pompeu Fabra University,Bioinformatics for Health Sciences,Master,15807,2,N/A,"Barcelona, Spain",https://www.study.eu/university/pompeu-fabra-university/bioinformatics-for-health-sciences
"Birkbeck, University of London",Bioinformatics with Systems Biology,MSc,19442,1,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/bioinformatics-with-systems-biology-5381
"Birkbeck, University of London",Bioinformatics with Systems Biology,MRes,19442,1,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/bioinformatics-with-systems-biology
Karlsruhe Institute of Technology (KIT),BioInterfaces Programme,PhD,,,N/A,"Karlsruhe, Germany",https://www.study.eu/university/karlsruhe-institute-of-technology-kit/phd-biointerfaces-programme
University of Dundee,Biological and Biomedical Sciences,BSc (Hons),118134,4,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-and-biomedical-sciences-c649b94a-9a3d-41d7-809a-d912a83d8b43
Trinity College Dublin (TCD),Biological and Biomedical Sciences,BA (Hons),,4,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/biological-and-biomedical-sciences
Maynooth University,Biological And Biomedical Sciences,BSc,,,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/biological-and-biomedical-sciences-8e2c8a1a-43da-4a31-97bc-53b8cd50dd4e
University College Dublin (UCD),Biological and Biomolecular Science,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-and-biomolecular-science
University of Sheffield,Biological and Bioprocess Engineering,MSc,26237,1,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/biological-and-bioprocess-engineering
Aalto University,Biological and Chemical Engineering for a Sustainable Bioeconomy,MSc,,2,N/A,"Helsinki, Finland",https://www.study.eu/university/aalto-university/msc-biological-and-chemical-engineering-for-a-sustainable-bi
University College Cork (UCC),Biological and Chemical Sciences,BSc (Hons),,4,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biological-and-chemical-sciences
University of Limerick,Biological and Chemical Sciences (Common Entry),Bachelor,,4,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/biological-and-chemical-sciences-common-entry
Maynooth University,Biological And Geographical Sciences,BSc,,,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/biological-and-geographical-sciences
University of Barcelona,Biological Anthropology,Master,,,N/A,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/biological-anthropology-b34f9c49-f032-451d-bcd6-18d4f81a2565
Bournemouth University,Biological Anthropology,MSc,19509,1,N/A,"Poole, United Kingdom",https://www.study.eu/university/bournemouth-university/biological-anthropology
Johannes Kepler University Linz,Biological Chemistry,BSc,,3,N/A,"Linz, Austria",https://www.study.eu/university/johannes-kepler-university-linz/biological-chemistry-ddp
University of Manchester,Biological Chemistry,MPhil,30946,1,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biological-chemistry-5447
University of Stavanger,Biological Chemistry,MSc,,2,N/A,"Stavanger, Norway",https://www.study.eu/university/university-of-stavanger/msc-biological-chemistry
University of Dundee,Biological Chemistry and Drug Discovery,BSc (Hons),118134,3,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-chemistry-and-drug-discovery
University of Dundee,Biological Data Science,MSc,147668,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biological-data-science
University College Cork (UCC),"Biological, Earth and Environmental Sciences",BSc (Hons),,4,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biological-earth-and-environmental-sciences
Técnico Lisboa,Biological Engineering,Master,,,N/A,"Lisbon, Portugal",https://www.study.eu/university/tecnico-lisboa/master-biological-engineering
University College Dublin (UCD),Biological & Environmental Science,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-environmental-science
University College Dublin (UCD),Biological & Environmental Science,PhD,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-environmental-science-bc19b24e-f9e9-40f0-be55-8e9e86220802
University of Ioannina,Biological Inorganic Chemistry,PgDip,,1.5,N/A,"Ioannina, Greece",https://www.study.eu/university/university-of-ioannina/pgdip-biological-inorganic-chemistry
FAU Erlangen-Nürnberg,Biological Membranes,PhD,,3,N/A,"Erlangen, Germany",https://www.study.eu/university/fau-erlangen-nurnberg/phd-biological-membranes
Kiel University,Biological Oceanography,MSc,,2,N/A,"Kiel, Germany",https://www.study.eu/university/kiel-university/master-of-science-in-biological-oceanography
University of Essex,Biological Sciences,BSc,93646,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/biological-sciences-f3cd9959-3796-411b-8039-a673d541e3fa
University of Dundee,Biological Sciences,BSc (Hons),88601,3,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-sciences-581075c0-c281-4e16-b0ec-384cd95dfee2
UvA University of Amsterdam,Biological Sciences,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences
University of Essex,Biological Sciences,MSc,30341,1,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-biological-sciences
University of Bristol,Biological Sciences,MSc,22873,1,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/biological-sciences-5386
University of Cologne,Biological Sciences,MSc,,,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/biological-sciences-10863
University of Edinburgh,Biological Sciences,BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-98d36795-1e70-42c4-a2bc-5336b396a398
Cardiff University,Biological Sciences,BSc (Hons),84564,3,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-978db3a8-8370-442e-8824-b02189366485
University of Portsmouth,Biological Sciences,PhD,42383,3,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/biological-sciences-5392
Munster Technological University,Biological Sciences,BSc (Hons),,4,N/A,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/biological-sciences-074959f1-a55d-42be-8341-6445fcaeca1c
University of Manchester,Biological Sciences,MRes,29601,1,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biological-sciences-5390
University of Nicosia,Biological Sciences,PhD,,3,N/A,"Nicosia, Cyprus",https://www.study.eu/university/university-of-nicosia/phd-biological-sciences
University of Portsmouth,Biological Sciences,MPhil,28255,2,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/biological-sciences-5391
University of East Anglia,Biological Sciences,MSc,22873,1,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/biological-sciences-5387
University of Essex,Biological Sciences,PhD,91023,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-biological-sciences-29290
University of Exeter,Biological Sciences,MSc,24891,1,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/biological-sciences-5388
University of Aberdeen,Biological Sciences,MSci,129840,5,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/biological-sciences-11442
University of Huddersfield,Biological Sciences,MA,,1,N/A,"Huddersfield, United Kingdom",https://www.study.eu/university/university-of-huddersfield/biological-sciences-5389
University of Liverpool,Biological Sciences (Biochemistry),MPhil,,2,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-biochemistry
University of Edinburgh,Biological Sciences (Biochemistry),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-biochemistry-fd10c26d-69fd-4d81-b606-52f2f0bc52f1
University of Edinburgh,Biological Sciences (Biotechnology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-biotechnology
University of Edinburgh,Biological Sciences (Cell Biology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-cell-biology
University of Edinburgh,"Biological Sciences (Developmental, Regeneration and Stem Cells)",BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-developmental-regeneration-and-stem-cell
University of Edinburgh,Biological Sciences (Ecology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-ecology
UvA University of Amsterdam,Biological Sciences: Ecology and Evolution,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-ecology-and-evolution
University of Edinburgh,Biological Sciences (Evolutionary Biology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-evolutionary-biology
University of Liverpool,"Biological Sciences (Evolution, Ecology and Behaviour)",PhD,,3,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-evolution-ecology-and-behaviour
UvA University of Amsterdam,Biological Sciences: Evolution of Behaviour and Mind,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-evolution-of-behaviour-and-mind
UvA University of Amsterdam,Biological Sciences: Freshwater & Marine Biology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-freshwater-marine-biology
University of Liverpool,Biological Sciences (Functional and Comparative Genomics),MPhil,,2,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-functional-and-comparative-genomics
UvA University of Amsterdam,Biological Sciences: General Biology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-general-biology
University of Edinburgh,Biological Sciences (Genetics),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-genetics
UvA University of Amsterdam,Biological Sciences: Green Life Sciences,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-green-life-sciences
University of Edinburgh,Biological Sciences (Immunology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-immunology
Cardiff University,Biological Sciences (including Preliminary Year),BSc (Hons),112752,4,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-including-preliminary-year
Cardiff University,Biological Sciences (including Preliminary Year and Professional Training Year),BSc (Hons),140941,5,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-including-preliminary-year-and-professio
University of Edinburgh,Biological Sciences (Molecular Genetics),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-molecular-genetics
University of Edinburgh,Biological Sciences (Plant Science),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-plant-science
University of Westminster,Biological Sciences with Foundation,BSc (Hons),94723,4,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-biological-sciences-with-foundation
University of Edinburgh,Biological Sciences with Management,BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-with-management
Cardiff University,Biological Sciences with Professional Training year,M (UG),140941,5,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-with-professional-training-year
University of Edinburgh,Biological Sciences (Zoology),BSc (Hons),148274,4,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-zoology-16155
Cardiff University,Biological Sciences (Zoology),BA (Hons),84564,3,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology
Cardiff University,Biological Sciences (Zoology) with Preliminary Year,BA (Hons),112752,4,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-preliminary-year
Cardiff University,Biological Sciences (Zoology) with Preliminary Year and Professional Training Year,BA (Hons),140941,5,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-preliminary-year-and-profes
Cardiff University,Biological Sciences (Zoology) with Professional Training Year,BA (Hons),112752,4,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-professional-training-year
University of Warsaw,Biological Therapeutics,Master,,2,N/A,"Warsaw, Poland",https://www.study.eu/university/university-of-warsaw/master-biological-therapeutics
University of Tromsø – The Arctic University of Norway,Biology,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/biology-1168
University of Sussex,Biology,BSc (Hons),,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-biology-27666
Nord University,Biology,BSc,,3,N/A,"Bodø, Norway",https://www.study.eu/university/nord-university/biology
Bangor University,Biology,BSc (Hons),,3,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-652fc5fb-96f8-40e2-9d0d-ca80fbed8c80
University of Aveiro,Biology,PhD,,,N/A,"Aveiro, Portugal",https://www.study.eu/university/university-of-aveiro/phd-biology-25311
University of Greenwich,Biology,BSc (Hons),65189,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-biology
University of Warmia and Mazury in Olsztyn,Biology,BA,,,N/A,"Olsztyn, Poland",https://www.study.eu/university/university-of-warmia-and-mazury-in-olsztyn/biology-15cbaf11-48e5-4a09-985e-ca21f5f03d0a
University of Gothenburg,Biology,Master,,2,N/A,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/biology-7331
University of Geneva,Biology,PhD,,,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/biology-538fc9f1-1beb-4b4b-9acc-827a66a88a6f
University of Bergen,Biology,Master,,2,N/A,"Bergen, Norway",https://www.study.eu/university/university-of-bergen/biology-1310
University of Greenwich,Biology,Master,,,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/master-biology-24576
Daugavpils University,Biology,Bachelor,,3,N/A,"Daugavpils, Latvia",https://www.study.eu/university/daugavpils-university/biology-3227
Daugavpils University,Biology,PhD,,3,N/A,"Daugavpils, Latvia",https://www.study.eu/university/daugavpils-university/biology-3228
University of Groningen,Biology,BSc,,3,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/bsc-biology
Bangor University,Biology,M (UG),,4,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-8223e1bd-db6d-47e6-9fc9-b7745fe57dce
University of Derby,Biology,BSc (Hons),,3,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/biology-c1b86a10-5574-4837-819d-f2c35e95921a
Wageningen University & Research,Biology,MSc,,,N/A,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/biology-12132
ENS de Lyon,Biology,Master,,,N/A,"Lyon, France",https://www.study.eu/university/ens-de-lyon/master-biology-dc9edc67-f4ae-47da-885d-ba9a2326f843
Technische Universität Braunschweig,Biology,Master,,2,N/A,"Braunschweig, Germany",https://www.study.eu/university/technische-universitat-braunschweig/master-biology-30429
University of Groningen,Biology,MSc,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/biology-5926
KU Leuven,Biology,MSc,,2,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/msc-biology-10596
University of Latvia,Biology,PhD,,3,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/biology-3421
Norwegian University of Science and Technology (NTNU),Biology,MSc,,2,N/A,"Trondheim, Norway",https://www.study.eu/university/norwegian-university-of-science-and-technology-ntnu/biology-1239
University of Southern Denmark (SDU),Biology,Master,,2,N/A,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/biology-3105
Queen Mary University of London,Biology,BSc (Hons),114434,3,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-biology-26590
Aarhus University,Biology,MSc,35883,2,N/A,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-biology-2735
Wroclaw University of Environmental and Life Sciences,Biology,PhD,,,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-environmental-and-life-sciences/phd-biology-26109
Saint Louis University Madrid,Biology,BA,,4,N/A,"Madrid, Spain",https://www.study.eu/university/saint-louis-university-madrid/ba-biology
Keele University,Biology and Chemistry,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-chemistry
Pavol Jozef Šafárik University,Biology and Chemistry,Master,,,N/A,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-chemistry
Keele University,Biology and Computer Science,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-computer-science
Keele University,Biology and Data Science,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-data-science
University of Aveiro,Biology and Ecology of Global Changes,PhD,,,N/A,"Aveiro, Portugal",https://www.study.eu/university/university-of-aveiro/phd-biology-and-ecology-of-global-changes
Keele University,Biology and Education,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-education
Keele University,Biology and Environmental Science,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-environmental-science
Keele University,Biology and Forensic Science,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-forensic-science
Keele University,Biology and Geography,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-geography
Pavol Jozef Šafárik University,Biology and Geography,Master,,,N/A,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-geography
University of Trás-os-Montes and Alto Douro,Biology and Geology,Bachelor,,3,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-biology-and-geology
Keele University,Biology and Geology,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-geology
Pavol Jozef Šafárik University,Biology and Informatics,Master,,,N/A,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-informatics
University of Southampton,Biology and Marine Biology,MSci,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msci-biology-and-marine-biology
Keele University,Biology and Mathematics,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-mathematics
Keele University,Biology and Psychology,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-psychology
Lund University,"Biology, Animal Ecology",Master,,2,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-animal-ecology
Leiden University,Biology: Animal Sciences and Health,MSc,,2,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/biology-animal-sciences-and-health
University of Milan,Biology Applied to Research in Biomedicine,Master,,2,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/biology-applied-to-research-in-biomedicine
Lund University,"Biology, Aquatic Ecology",Master,,2,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-aquatic-ecology
University of Tromsø – The Arctic University of Norway,Biology: Arctic Animal Physiology,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-animal-physiology
University of Tromsø – The Arctic University of Norway,Biology: Arctic marine ecology,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-marine-ecology
University of Tromsø – The Arctic University of Norway,Biology: Arctic Marine Ecotoxicology,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-marine-ecotoxicology
Bielefeld University,Biology - Behaviour: From Neural Mechanisms to Evolution,MSc,,2,N/A,"Bielefeld, Germany",https://www.study.eu/university/bielefeld-university/msc-behaviour-from-neural-mechanisms-to-evolution
Middlesex University London,Biology (Biotechnology),BSc,52474,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-biotechnology-10229
University of Copenhagen (KU),Biology-Biotechnology,Master,,2,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/biology-biotechnology
Uppsala University,Biology - Cell and Molecular Biology,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-cell-and-molecular-biology
Lund University,"Biology, Conservation Biology",Master,,2,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-conservation-biology
University of Southampton,Biology Degree,BSc (Hons),,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/bsc-hons-biology-degree
Uppsala University,Biology - Ecology and Conservation,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-ecology-and-conservation
Karlstad University,Biology: Ecology and Conservation Biology,Master,,2,N/A,"Karlstad, Sweden",https://www.study.eu/university/karlstad-university/master-biology-ecology-and-conservation-biology
University of Tromsø – The Arctic University of Norway,Biology: Ecology and sustainability,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-ecology-and-sustainability
Middlesex University London,Biology (Environmental Biology),BSc,52474,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-environmental-biology
Uppsala University,Biology - Environmental Toxicology,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-environmental-toxicology
Uppsala University,Biology - Erasmus Mundus Evolutionary Biology,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-erasmus-mundus-evolutionary-biology
Uppsala University,Biology - Evolutionary Biology,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-evolutionary-biology
University of Tromsø – The Arctic University of Norway,Biology: Freshwater Ecology,MSc,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-freshwater-ecology
Lund University,"Biology, General",Master,,2,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-general
Uppsala University,Biology - Genetic and Molecular Plant Science,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-genetic-and-molecular-plant-science
Uppsala University,Biology - Immunology and Microbiology,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-immunology-and-microbiology
Dresden University of Technology,Biology in Society,MSc,,2,N/A,"Dresden, Germany",https://www.study.eu/university/dresden-university-of-technology/biology-in-society
University of Southampton,Biology Integrated Master's,MSci,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msci-biology-integrated-master-s
Uppsala University,Biology - Limnology - Ecology and Environment of Inland Waters,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-limnology-ecology-and-environment-of-inland-waters
University College Cork (UCC),Biology - Marine Biology,MSc,,1,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biology-marine-biology
University of Southampton,Biology & Marine Biology,BSc (Hons),,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/bsc-hons-biology-marine-biology
Middlesex University London,Biology (Molecular Biology),BSc,52474,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-molecular-biology
University College Cork (UCC),Biology - Molecular Cell Biology with Bioinnovation,MSc,,1,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biology-molecular-cell-biology-with-bioinnovation
University of Tromsø – The Arctic University of Norway,Biology: Molecular Environmental Biology,Master,,2,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/master-biology-molecular-environmental-biology
Uppsala University,Biology - NABiS - Nordic Biodiversity and Systematics,Master,,2,N/A,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-nabis-nordic-biodiversity-and-systematics
