university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
"Birkbeck, University of London",Geography and International Development with Foundation Year,BSc (Hons),"74,706 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/geography-and-international-development-with-foundation-year
University of Aberdeen,Geography and International Relations,MA (UG),"81,643 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geography-and-international-relations
University of Sussex,Geography and International Relations,BA (Hons),N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-geography-and-international-relations
Keele University,Geography and Mathematics,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geography-and-mathematics
Atlantic Technological University,Geography and Outdoor Education,BA (Hons),N/A,4 years,N/A,"Sligo, Ireland",https://www.study.eu/university/atlantic-technological-university/ba-hons-geography-and-outdoor-education
University of Dundee,Geography and Planning,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geography-and-planning
University of Dundee,Geography and Politics,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geography-and-politics
University of Edinburgh,Geography and Politics,M (UG),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geography-and-politics-b7cf4cd4-d003-4c55-b0dd-89b0c5012221
Keele University,Geography and Politics,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geography-and-politics-6e858b9c-d267-4793-92a1-f64bf3f94bd0
University of Dundee,Geography and Psychology,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geography-and-psychology
University of Edinburgh,Geography and Social Anthropology,M (UG),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geography-and-social-anthropology
University of Edinburgh,Geography and Social Policy,M (UG),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geography-and-social-policy
University of Aberdeen,Geography and Sociology,MA (UG),"81,643 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geography-and-sociology
University of Edinburgh,Geography and Sociology,M (UG),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geography-and-sociology-4e090984-1f5d-45a3-bf91-909ac248fa74
Keele University,Geography and Sociology,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geography-and-sociology-7e10f373-e8b1-4707-8a83-7b966a95b92c
University of Luxembourg,Geography and Spatial Planning,Master,N/A,2 years,N/A,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-geography-and-spatial-planning
University College Cork (UCC),Geography - Arts,BA (Hons),N/A,N/A,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geography-arts
Queen Mary University of London,Geography (Bachelor of Arts),BA (Hons),"93,449 USD in total (students from outside EU/EEA)",3 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/ba-hons-geography-bachelor-of-arts
Queen Mary University of London,Geography (Bachelor of Science),BSc (Hons),"93,449 USD in total (students from outside EU/EEA)",3 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-geography-bachelor-of-science
Keele University,Geography BSc,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geography-bsc
University College Cork (UCC),"Geography: Cities, Space and Culture",MA,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geography-cities-space-and-culture
University of Southampton,Geography Degree,BA (Hons),N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/ba-hons-geography-degree
"Birkbeck, University of London","Geography, Environment and Development Studies",MPhil,"30,616 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/geography-environment-and-development-studies
Trinity College Dublin (TCD),Geography: Geography and Geoscience,BA (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/geography-geography-and-geoscience
University of Vienna,Geography: Global Change and Sustainability,MSc,N/A,2 years (120 ECTS),N/A,"Vienna, Austria",https://www.study.eu/university/university-of-vienna/geography-global-change-and-sustainability
University of Exeter,Geography (Human/Physical),MPhil,"41,221 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/geography-human-physical
Trinity College Dublin (TCD),Geography (JH),BA (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/geography-jh
University of Bonn,Geography of Environmental Risks and Human Security,MSc,N/A,2 years (120 ECTS),N/A,"Bonn, Germany",https://www.study.eu/university/university-of-bonn/geography-of-environmental-risks-and-human-security
University of Oradea,Geography of Tourism,Bachelor,N/A,N/A,N/A,"Oradea, Romania",https://www.study.eu/university/university-of-oradea/geography-of-tourism
Durham University,Geography (Research Methods),MA,"22,011 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Durham, United Kingdom",https://www.study.eu/university/durham-university/geography-research-methods
Maynooth University,Geography: Spatial Justice,MA,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/geography-spatial-justice
University of Florence,"Geography, Spatial Management, Heritage for International Cooperation",Master,N/A,2 years (120 ECTS),N/A,"Florence, Italy",https://www.study.eu/university/university-of-florence/geography-spatial-management-heritage-for-international-coop
University of Sussex,"Geography, Sustainable Development and Climate Change",BSc (Hons),N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-geography-sustainable-development-and-climate-chang
University of Sussex,Geography with a Language,BA (Hons),N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-geography-with-a-language
Queen Mary University of London,Geography with Business Management,BSc (Hons),"93,449 USD in total (students from outside EU/EEA)",3 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-geography-with-business-management
London School of Economics and Political Science (LSE),Geography with Economics,BSc,N/A,3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-geography-with-economics
Bangor University,Geography with Environmental Forestry,BSc (Hons),N/A,3 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geography-with-environmental-forestry
"Birkbeck, University of London",Geography with Foundation Year,BSc (Hons),"74,706 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/geography-with-foundation-year
University of Dundee,Geography with French,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geography-with-french
Bangor University,Geography (with placement),BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geography-with-placement
University of Dundee,Geography with Spanish,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geography-with-spanish
Adam Mickiewicz University Poznan (UAM),Geohazards and Climate Change,Master,N/A,2 years full-time,N/A,"Poznan, Poland",https://www.study.eu/university/adam-mickiewicz-university-poznan-uam/master-geohazards-and-climate-change
Aalto University,Geoinformatics,MSc,N/A,2 years full-time,N/A,"Helsinki, Finland",https://www.study.eu/university/aalto-university/msc-geoinformatics-1751
University College Cork (UCC),Geoinformatics,MSc,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geoinformatics-d984f8c7-4a2d-4df0-8f6b-994660cde2f1
VSB - Technical University of Ostrava,Geoinformatics,PhD,N/A,4 years full-time,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-geoinformatics
Trier University,Geo-informatics,MSc,N/A,2 years full-time,N/A,"Trier, Germany",https://www.study.eu/university/trier-university/geoinformatics-6062ed42-4b42-4281-93dc-0069192e0428
University of Münster,Geoinformatics and Spatial Data Science,MSc,N/A,2 years full-time,N/A,"Münster, Germany",https://www.study.eu/university/university-of-munster/geoinformatics-10903
Politecnico di Milano,Geoinformatics Engineering,MSc,N/A,2 years,N/A,"Milan, Italy",https://www.study.eu/university/politecnico-di-milano/geoinformatics-engineering
University of Tartu,Geoinformatics for Urbanised Society,Master,"13,846 USD in total (students from outside EU/EEA)",2 years (120 ECTS),N/A,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/master-geoinformatics-for-urbanised-society
Aalborg University (AAU),"Geoinformatics (Surveying, Planning and Land Management)",Master,N/A,2 years full-time,N/A,"Aalborg, Denmark",https://www.study.eu/university/aalborg-university-aau/geoinformatics-surveying-planning-and-land-management
Wageningen University & Research,Geo-information Science,MSc,N/A,N/A,N/A,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/geo-information-science
Poznan University of Life Sciences,"Geoinformation Science, Earth Observation and Spatial Management",Master,N/A,N/A,N/A,"Poznan, Poland",https://www.study.eu/university/poznan-university-of-life-sciences/master-geoinformation-science-earth-observation-and-spatial-
Wroclaw University of Environmental and Life Sciences,"Geoinformation Science, Earth Observation and Spatial Management",PhD,N/A,N/A,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-environmental-and-life-sciences/phd-geoinformation-science-earth-observation-and-spatial-man
University of Twente,Geo-information Science & Earth Observation for Environmental Modelling and Management,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-geo-information-science-earth-observation-for-environmen
University of Portsmouth,Geological and Environmental Hazards,MSc,"17,475 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/geological-and-environmental-hazards
Bangor University,Geological Oceanocgaphy (with Placement),MSc (UG),N/A,5 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geological-oceanocgaphy-with-placement
Bangor University,Geological Oceanography,BSc (Hons),N/A,3 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geological-oceanography
Bangor University,Geological Oceanography with Foundation Year,BSc (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geological-oceanography-with-foundation-year
Bangor University,Geological Oceanography (with placement),BSc (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/geological-oceanography-with-placement
Aarhus University,Geology,MSc,"35,309 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/geology-2765
University of Latvia,Geology,PhD,N/A,3 years (216 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/geology-3439
"Birkbeck, University of London",Geology,MPhil,"30,616 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/geology-4823
University of Exeter,Geology,MPhil,"49,359 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/geology
University of Exeter,Geology,MSc,"24,679 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/geology-4825
University of Tartu,Geology,PhD,N/A,N/A,N/A,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/phd-life-and-earth-sciences
Ludwig Maximilians University Munich,Geology,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Munich, Germany",https://www.study.eu/university/ludwig-maximilians-university-munich/geology-8671
University of Freiburg,Geology,MSc,N/A,2 years (120 ECTS),N/A,"Freiburg, Germany",https://www.study.eu/university/university-of-freiburg/geology-11758
University College Cork (UCC),Geology,BSc (Hons),N/A,4 years,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geology-e0c22e09-1dc9-4955-87e6-2b421b2b1ed4
University College Dublin (UCD),Geology,BSc (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/geology-b9fc70a1-3fdd-47f3-b0b8-902aff46d325
Cardiff University,Geology,BSc (Hons),"83,844 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/geology-5a19f0c7-1efa-4a15-8b37-7664fc42a23b
Cardiff University,Geology,MSc (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/geology-e737fd93-bf90-4cd6-9e5c-f82060adcf0b
University of Edinburgh,Geology,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geology-e65d60cc-3559-4034-9629-9c15510063b3
University of Edinburgh,Geology,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geology-e8d9da77-0bde-4aea-ae32-e95e3c203f44
"Birkbeck, University of London",Geology,BSc (Hons),"56,029 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/geology-218605a3-2cb7-47c5-bcd4-29c745a139ba
Keele University,Geology,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-3704538e-e3ea-49c4-9a39-36204837e807
KU Leuven,Geology,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/geology-21481
University of Ljubljana,Geology,Bachelor,N/A,3 years (180 ECTS) full-time,N/A,"Ljubljana, Slovenia",https://www.study.eu/university/university-of-ljubljana/bachelor-geology
University of Trás-os-Montes and Alto Douro,Geology,PhD,N/A,N/A,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/phd-geology
Charles University,Geology,Master,N/A,2 years (120 ECTS),N/A,"Prague, Czech Republic",https://www.study.eu/university/charles-university/master-geology-26226
VU Amsterdam,Geology and Geochemistry,Master,N/A,2 years (120 ECTS) full-time,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-geology-and-geochemistry
University of Aberdeen,Geology and Petroleum Geology,BSc,"102,987 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geology-and-petroleum-geology
University of Edinburgh,Geology and Physical Geography,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geology-and-physical-geography
University of Edinburgh,Geology and Physical Geography,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geology-and-physical-geography-84a4a071-54c0-4136-8a21-6f3a38e219ce
Keele University,Geology and Physical Geography,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-and-physical-geography-6aba7634-b698-4482-9f85-8e11854edb6d
University of Aberdeen,Geology and Physics,BSc,"102,987 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geology-and-physics
Keele University,Geology and Physics,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-and-physics-b8ba3d63-f7b1-43a4-a270-1152f65417e0
University College Cork (UCC),Geology - Applied Environmental Geoscience,MSc,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geology-applied-environmental-geoscience
Keele University,Geology (Applied Geophysics),BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-applied-geophysics
Lund University,"Geology, Bedrock Geology",Master,N/A,2 years (120 ECTS) full-time,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/geology-bedrock-geology
University of Southampton,Geology Degree,BSc (Hons),N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/bsc-hons-geology-degree
University of Southampton,Geology Degree,MSci,N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msci-geology-degree
Keele University,Geology (Environmental Geoscience),BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-environmental-geoscience
University College Cork (UCC),Geology - Exploration Field Geology,MSc,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/geology-exploration-field-geology
Keele University,Geology (Geoforensics),BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-geoforensics
University of Copenhagen (KU),Geology-Geoscience,Master,N/A,2 years full-time,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/geology-geoscience
Lund University,"Geology, Quaternary Geology",Master,N/A,2 years (120 ECTS) full-time,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/geology-quaternary-geology
Keele University,Geology (Volcanology),BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geology-volcanology
Riga Technical University,Geomatics,Bachelor,N/A,4.5 years (270 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/riga-technical-university/geomatics-3357
Delft University of Technology,Geomatics,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Delft, Netherlands",https://www.study.eu/university/delft-university-of-technology/geomatics
University of Gävle,Geomatics,Master,N/A,1 year (60 ECTS) full-time,N/A,"Gävle, Sweden",https://www.study.eu/university/university-of-gavle/geomatics-7563
Lund University,Geomatics,Master,N/A,2 years (120 ECTS) full-time,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/geomatics-7564
Karlsruhe University of Applied Sciences,Geomatics,Master,N/A,1.5 years full-time / part-time,N/A,"Karlsruhe, Germany",https://www.study.eu/university/karlsruhe-university-of-applied-sciences/international-master-s-degree-programme-in-geomatics-msc
Wrocław University of Science and Technology,Geomatics,MA,N/A,1.5 years,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/geomatics-6afd756c-4824-478f-88c9-ed70bcacbdb8
University of Stuttgart,Geomatics for Environmental Monitoring,MSc,N/A,2 years full-time,N/A,"Stuttgart, Germany",https://www.study.eu/university/university-of-stuttgart/geomatics-engineering-geoengine
Wrocław University of Science and Technology,Geomatics For Mineral Resource Management,MA,N/A,2 years,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/geomatics-for-mineral-resource-management
Karlstad University,"Geomedia Studies: Media, Mobility and Spatial Planning",Master,N/A,2 years (120 ECTS) full-time,N/A,"Karlstad, Sweden",https://www.study.eu/university/karlstad-university/master-geomedia-studies-media-mobility-and-spatial-planning
Aarhus University,Geophysics,MSc,"35,309 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/geophysics
University of Aberdeen,Geophysics,MSc,"35,085 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geophysics-5591
Karlsruhe Institute of Technology (KIT),Geophysics,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Karlsruhe, Germany",https://www.study.eu/university/karlsruhe-institute-of-technology-kit/msc-geophysics-8516
Ludwig Maximilians University Munich,Geophysics,MSc,N/A,2 years full-time,N/A,"Munich, Germany",https://www.study.eu/university/ludwig-maximilians-university-munich/international-master-s-programme-in-geophysics
University of Aberdeen,Geophysics,BSc,"77,240 USD in total (students from outside EU/EEA)",3 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geophysics-11384
University of Edinburgh,Geophysics,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-f0132304-710d-48d4-96d7-798a0235d32d
University of Edinburgh,Geophysics,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-feb44779-0038-4aa3-ac16-508b75b82c1d
University of Edinburgh,Geophysics and Geology,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-and-geology
University of Edinburgh,Geophysics and Geology,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-and-geology-2592603c-c659-42d6-a973-e8647f371178
University of Edinburgh,Geophysics and Meteorology,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-and-meteorology
University of Edinburgh,Geophysics and Meteorology,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-and-meteorology-b011f90e-1e37-42fb-90de-9f776e5a5880
University of Edinburgh,Geophysics and Meteorology with Professional Placement,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-and-meteorology-with-professional-placement
AGH University of Science and Technology,Geophysics: Applied Geophysics,MSc,N/A,1.5 years (90 ECTS),N/A,"Cracow, Poland",https://www.study.eu/university/agh-university-of-science-and-technology/geophysics-applied-geophysics
University of Padua,Geophysics for Natural Risks and Resources,Master,N/A,2 years,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/geophysics-for-natural-risks-and-resources
University of Edinburgh,Geophysics with Professional Placement,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/geophysics-with-professional-placement
Charles University,Geopolitical Studies,Master,N/A,2 years (120 ECTS),N/A,"Prague, Czech Republic",https://www.study.eu/university/charles-university/master-geopolitical-studies
University of Dundee,Geopolitics,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-geopolitics
University of Sussex,Geopolitics and International Affairs,MA,N/A,1 year full-time / part-time,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-geopolitics-and-international-affairs
Universidad Carlos III de Madrid,Geopolitics And Strategic Studies,Master,N/A,90 ECTS,N/A,"Madrid, Spain",https://www.study.eu/university/universidad-carlos-iii-de-madrid/geopolitics-and-strategic-studies
University of Groningen,Geopolitics & Connectivity,MA,N/A,1 year (60 ECTS) full-time,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-geopolitics-connectivity
King's College London,"Geopolitics, Resources and Territory",MA,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/geopolitics-resources-and-territory
University College Dublin (UCD),Geopolitics & the Global Economy,MA,N/A,1 year full-time / part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/geopolitics-the-global-economy
University of Aberdeen,Geoscience,BSc,"102,987 USD in total (students from outside EU/EEA)",4 years,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/geoscience
Trinity College Dublin (TCD),Geoscience: Geography and Geoscience,BA (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/geoscience-geography-and-geoscience
Keele University,Geoscience Research,MSc,N/A,1 year,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/geoscience-research
University of Tromsø – The Arctic University of Norway,Geosciences,Master,N/A,2 years (120 ECTS) full-time,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/master-geosciences
University of Padua,Geosciences,PhD,N/A,N/A,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/geosciences-67a59c5b-d726-4548-9d2f-8937777b967f
Graz University of Technology,Geosciences,MSc,N/A,2 years (120 ECTS),N/A,"Graz, Austria",https://www.study.eu/university/graz-university-of-technology/msc-geosciences-29808
AGH University of Science and Technology,Geospatial Computer Science: Remote Sensing and GIS,MSc,N/A,1.5 years (90 ECTS),N/A,"Cracow, Poland",https://www.study.eu/university/agh-university-of-science-and-technology/geospatial-computer-science-remote-sensing-and-gis
University of Gävle,Geospatial Information Science,Master,N/A,2 years (120 ECTS) full-time,N/A,"Gävle, Sweden",https://www.study.eu/university/university-of-gavle/geospatial-information-science
University of Münster,Geospatial Technologies,MSc,N/A,N/A,N/A,"Münster, Germany",https://www.study.eu/university/university-of-munster/geospatial-technologies
Jaume I University,Geospatial Technologies,Master,N/A,N/A,N/A,"Castelló de la Plana, Spain",https://www.study.eu/university/jaume-i-university/geospatial-technologies-6e2a92c2-6792-44b2-8781-c94f940214a5
Wrocław University of Science and Technology,Geotechnical and Environmental Engineering,MA,N/A,1.5 years,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/geotechnical-and-environmental-engineering
Graz University of Technology,Geotechnical and Hydraulic Engineering,Master,N/A,2 years (120 ECTS),N/A,"Graz, Austria",https://www.study.eu/university/graz-university-of-technology/master-geotechnical-and-hydraulic-engineering
Atlantic Technological University,Geotechnical Engineering with Structural Engineering,Master,N/A,1 year,N/A,"Sligo, Ireland",https://www.study.eu/university/atlantic-technological-university/master-geotechnical-engineering-with-structural-engineering
Atlantic Technological University,Geotechnical / Structural Engineering,Master,N/A,2 years,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/master-geotechnical-structural-engineering
Norwegian University of Science and Technology (NTNU),Geotechnics and Geohazards,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Trondheim, Norway",https://www.study.eu/university/norwegian-university-of-science-and-technology-ntnu/geotechnics-and-geohazards
VSB - Technical University of Ostrava,Geotechnics and Underground Engineering,PhD,N/A,4 years full-time,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-geotechnics-and-underground-engineering
Technical University of Košice,Geotourism,Bachelor,N/A,3 years full-time,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/bachelor-geotourism
Technical University of Košice,Geotourism,Master,N/A,2 years full-time,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/master-geotourism
"Birkbeck, University of London",German,MPhil,"30,616 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/german
"Royal Holloway, University of London",German,MA,N/A,1 year full-time,N/A,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/german-4659
