university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Lodz,Mathematics,BA,,3.0,2593,"Lodz, Poland",https://www.study.eu/university/university-of-lodz/mathematics-08573a71-188b-4f2d-873c-c5ee33f057fe
Comenius University Bratislava,Mathematics,Master,,2.0,N/A,"Bratislava, Slovakia",https://www.study.eu/university/comenius-university-bratislava/mathematics-21241
KU Leuven,Mathematics,MSc,,2.0,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/mathematics-21493
Budapest University of Technology and Economics,Mathematics,BSc,11077.0,3.0,696,"Budapest, Hungary",https://www.study.eu/university/budapest-university-of-technology-and-economics/mathematics-655a1344-fd85-4b24-9f9c-69c1a60e7fa9
Budapest University of Technology and Economics,Mathematics,MSc,7385.0,2.0,696,"Budapest, Hungary",https://www.study.eu/university/budapest-university-of-technology-and-economics/mathematics-5689bea7-79c8-4595-a2a7-7abfb83986da
Vilnius University,Mathematics,Master,13846.0,2.0,648,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-mathematics-21878
University of Potsdam,Mathematics,MSc,,,403,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/mathematics-8d23e9fa-8742-480a-826c-a0a5c2cc2a20
University of Primorska,Mathematics,Bachelor,,3.0,2070,"Koper, Slovenia",https://www.study.eu/university/university-of-primorska/bachelor-mathematics
University of Agder,Mathematics,Master,,2.0,911,"Kristiansand, Norway",https://www.study.eu/university/university-of-agder/master-mathematics
University of Groningen,Mathematics,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-mathematics
TU Darmstadt,Mathematics,MSc,,2.0,N/A,"Darmstadt, Germany",https://www.study.eu/university/tu-darmstadt/msc-mathematics-94e3ec6f-85fe-470e-aae6-22dc57c4b406
University of Ostrava,Mathematics,PhD,,4.0,1018,"Ostrava, Czech Republic",https://www.study.eu/university/university-of-ostrava/phd-mathematics
University of Ostrava,Mathematics,Bachelor,,3.0,1018,"Ostrava, Czech Republic",https://www.study.eu/university/university-of-ostrava/bachelor-mathematics-28449d67-1ff4-4cd4-b100-fb9a9a91c8d6
University of Ostrava,Mathematics,Master,,2.0,1018,"Ostrava, Czech Republic",https://www.study.eu/university/university-of-ostrava/master-mathematics-730d3bf8-b500-4749-8936-92b1ac7b40bd
University of Greenwich,Mathematics,BSc (Hons),64634.0,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-mathematics
ENS de Lyon,Mathematics,Master,,,N/A,"Lyon, France",https://www.study.eu/university/ens-de-lyon/master-mathematics-b2d94714-14cc-45a9-a45a-0c1713f20c75
London School of Economics and Political Science (LSE),Mathematics,PhD,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/phd-mathematics-24734
University of Coimbra,Mathematics,PhD,,,2873,"Coimbra, Portugal",https://www.study.eu/university/university-of-coimbra/phd-mathematics-25308
Bialystok University of Technology,Mathematics,Bachelor,,,1816,"Bialystok, Poland",https://www.study.eu/university/bialystok-university-of-technology/bachelor-mathematics-25988
Bialystok University of Technology,Mathematics,Master,,,1816,"Bialystok, Poland",https://www.study.eu/university/bialystok-university-of-technology/master-mathematics-25999
Queen Mary University of London,Mathematics,BSc (Hons),105455.0,3.0,113,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-mathematics-26661
Queen Mary University of London,Mathematics,MSc,,1.0,113,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-mathematics-26745
VU Amsterdam,Mathematics,Bachelor,,3.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/bachelor-mathematics-27403
VU Amsterdam,Mathematics,Master,,2.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-mathematics-27503
University of Sussex,Mathematics,BSc (Hons),,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-mathematics-27746
University of Sussex,Mathematics,MSc,,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/msc-mathematics-27862
American University in Bulgaria,Mathematics,Bachelor,,,6483,"Blagoevgrad, Bulgaria",https://www.study.eu/university/american-university-in-bulgaria/bachelor-mathematics-1b66b1b4-c267-4699-a600-1c08ada7a7de
UvA University of Amsterdam,Mathematics,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-mathematics-28498
University of Padua,Mathematics,Master,,2.0,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/master-mathematics-28703
University of Essex,Mathematics,MPhil,52427.0,2.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/mphil-mathematics
University of Essex,Mathematics,BSc,86145.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-mathematics-56a2c002-f569-4ae5-a173-89cb2124516a
University of Essex,Mathematics,MSc,26213.0,1.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-mathematics-41fc4a27-f810-444d-98bb-6a3a17d1e209
University of Essex,Mathematics,PhD,78641.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-mathematics-17a87b26-ee40-4ea0-a95c-dd5db423c693
Graz University of Technology,Mathematics,MEng,,2.0,N/A,"Graz, Austria",https://www.study.eu/university/graz-university-of-technology/meng-mathematics
University of Graz,Mathematics,MEng,,2.0,N/A,"Graz, Austria",https://www.study.eu/university/university-of-graz/meng-mathematics-29920
Universidad Autónoma de Madrid,Mathematics and Applications,Master,,,183,"Madrid, Spain",https://www.study.eu/university/universidad-autonoma-de-madrid/mathematics-and-applications
University of Trás-os-Montes and Alto Douro,Mathematics and Applications,PhD,,,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/phd-mathematics-and-applications
University of Dundee,Mathematics and Astrophysics,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/mathematics-and-astrophysics
University of Edinburgh,Mathematics and Biology,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-and-biology
University of Edinburgh,Mathematics and Business,BSc (Hons),111792.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-and-business
University of Limerick,Mathematics and Computer Science,BSc,,4.0,548,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/mathematics-and-computer-science
University of Greenwich,Mathematics and Computer Science,BSc (Hons),64634.0,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-mathematics-and-computer-science
Saarland University,Mathematics and Computer Science,MSc,,,N/A,"Saarbrücken, Germany",https://www.study.eu/university/saarland-university/msc-mathematics-and-computer-science
Maynooth University,Mathematics And Computer Science (with Education),BSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/mathematics-and-computer-science-with-education
Brunel University London,Mathematics and Computing with an Integrated Foundation Year with Placement,BSc (Hons),100130.0,5.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-and-computing-with-an-integrated-foundation-year
Brunel University London,Mathematics and Computing with Integrated Foundation Year,BSc (Hons),80104.0,4.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-and-computing-with-integrated-foundation-year
University of Dundee,Mathematics and Economics,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/mathematics-and-economics
London School of Economics and Political Science (LSE),Mathematics and Economics,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-mathematics-and-economics
University of Galway,Mathematics and Education,BA,,4.0,565,"Galway, Ireland",https://www.study.eu/university/university-of-galway/mathematics-and-education
University of Essex,Mathematics and Finance,MSc,30349.0,1.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-mathematics-and-finance
University of Dundee,Mathematics and Financial Economics,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/mathematics-and-financial-economics
The Open University,Mathematics and its Learning,BSc (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/mathematics-and-its-learning
University of Edinburgh,Mathematics and Music,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-and-music
Cardiff University,Mathematics and Music with a Year Abroad,BA (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-and-music-with-a-year-abroad
Aalto University,Mathematics and Operations Research,MSc,,2.0,20663,"Helsinki, Finland",https://www.study.eu/university/aalto-university/msc-mathematics-and-operations-research
University of Aberdeen,Mathematics and Philosophy,MA (UG),81643.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mathematics-and-philosophy
King's College London,Mathematics and Philosophy,BSc (Hons),,3.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/mathematics-and-philosophy-05a34f32-9ed4-4193-88a2-3db37491aa30
Keele University,Mathematics and Philosophy,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-and-philosophy-bfdeb643-be8c-4f32-8c91-b0aae22eb8d3
University of Stavanger,Mathematics and Physics,MSc,,2.0,804,"Stavanger, Norway",https://www.study.eu/university/university-of-stavanger/msc-mathematics-and-physics
University of Aberdeen,Mathematics and Physics,BSc,102987.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mathematics-and-physics-11421
The Open University,Mathematics and Physics,BSc (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/mathematics-and-physics-dd387b58-a3eb-4dcd-8ffd-3a1843f131c5
University of Dundee,Mathematics and Physics,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/mathematics-and-physics-bff18076-1af6-40fd-be93-3bfb10105e16
University of Dundee,Mathematics and Physics,MSci,146410.0,4.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msci-mathematics-and-physics
University of Edinburgh,Mathematics and Physics,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-and-physics-c2367876-a8c1-4e6f-8f94-55796db41f33
Keele University,Mathematics and Physics,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-and-physics-e40d820a-669a-4cc7-a4bb-005cc637fb63
University of Dundee,Mathematics and Psychology,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/mathematics-and-psychology
Keele University,Mathematics and Psychology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-and-psychology-b9918b78-5a3a-4f18-9e5f-30a1aea53de1
The Open University,Mathematics and Statistics,BSc (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/mathematics-and-statistics-6c94aa44-82e8-4d10-9bc3-426070515f2b
University of Edinburgh,Mathematics and Statistics,BSc (Hons),111792.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-and-statistics-4d667bcf-a51a-4aaa-b250-0518de2eb3cb
University of Tromsø – The Arctic University of Norway,Mathematics - Applied Mathematics,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/mathematics-applied-mathematics
Keele University,Mathematics (Applied Mathematics),BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-applied-mathematics-ae60f4b3-3477-4295-bc57-604d284f4e38
Uppsala University,Mathematics - Applied Mathematics and Statistics,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/mathematics-applied-mathematics-and-statistics
University College Cork (UCC),Mathematics - Arts,BA (Hons),,,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/mathematics-arts
University of Limerick,Mathematics (Common Entry),Bachelor,,4.0,548,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/mathematics-common-entry
École Polytechnique,Mathematics & Computer Science,BSc,,3.0,101,"Paris, France",https://www.study.eu/university/ecole-polytechnique/mathematics-computer-science
Aberystwyth University,Mathematics/Drama and Theatre,BA (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/mathematics-drama-and-theatre
Aarhus University,Mathematics - Economics,MSc,35309.0,2.0,91,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-mathematics-economics
University of Copenhagen (KU),Mathematics - Economics,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/mathematics-economics-3062
École Polytechnique,Mathematics & Economics,BSc,,3.0,101,"Paris, France",https://www.study.eu/university/ecole-polytechnique/mathematics-economics-18542
University of Essex,Mathematics Education,PhD,78641.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-mathematics-education
Aberystwyth University,Mathematics/Film and Television Studies,BA (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/mathematics-film-and-television-studies
Uppsala University,Mathematics - Financial Mathematics,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/mathematics-financial-mathematics
University of Luxembourg,Mathematics – Financial Mathematics,Master,,2.0,549,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-mathematics-financial-mathematics
Charles University,Mathematics for Information Technologies,Master,,2.0,216,"Prague, Czech Republic",https://www.study.eu/university/charles-university/master-mathematics-for-information-technologies
University of Luxembourg,Mathematics – General Mathematics,Master,,2.0,549,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-mathematics-general-mathematics
Aberystwyth University,Mathematics/History,BA (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/mathematics-history
Technical University of Munich (TUM),Mathematics in Bioscience,MSc,,2.0,N/A,"Munich, Germany",https://www.study.eu/university/technical-university-of-munich-tum/mathematics-in-bioscience
University of Novi Sad,Mathematics in Engineering,Master,,1.0,708,"Novi Sad, Serbia",https://www.study.eu/university/university-of-novi-sad/master-mathematics-in-engineering
University of Novi Sad,Mathematics in Engineering,PhD,,3.0,708,"Novi Sad, Serbia",https://www.study.eu/university/university-of-novi-sad/phd-mathematics-in-engineering
Technical University of Munich (TUM),Mathematics in Operations Research,MSc,,2.0,N/A,"Munich, Germany",https://www.study.eu/university/technical-university-of-munich-tum/mathematics-in-operations-research
Technical University of Munich (TUM),Mathematics in Science and Engineering,MSc,,2.0,N/A,"Munich, Germany",https://www.study.eu/university/technical-university-of-munich-tum/master-mathematics-in-science-and-engineering
Trinity College Dublin (TCD),Mathematics (JH),BA,,4.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/mathematics-jh
KTH Royal Institute of Technology,Mathematics (Joint),Master,,2.0,150,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-mathematics-joint
University of Luxembourg,Mathematics – Mathematical Modelling and Computational Sciences,Master,,2.0,549,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-mathematics-mathematical-modelling-and-computational-
Uppsala University,Mathematics - Mathematics,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/mathematics-mathematics
Cardiff University,Mathematics/Music,BA (Hons),67835.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-music
University of Aberdeen,Mathematics of Computing,MSc,18409.0,1.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mathematics-of-computing
Comenius University Bratislava,"Mathematics of Economy, Finance and Modeling",Master,,,N/A,"Bratislava, Slovakia",https://www.study.eu/university/comenius-university-bratislava/master-mathematics-of-economy-finance-and-modeling
Cardiff University,"Mathematics, Operational Research and Statistics",BSc (Hons),83844.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-and-statistics
Cardiff University,"Mathematics, Operational Research and Statistics",M (UG),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-and-statistics-6a523680-9f31-467c-a200-c53ff6658cd8
Cardiff University,"Mathematics, Operational Research and Statistics with a Professional Placement Year",M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-and-statistics-with-a-profe
Cardiff University,Mathematics Operational Research and Statistics with a Year Abroad,BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-and-statistics-with-a-year-
Cardiff University,"Mathematics, Operational Research and Statistics with a Year of Study Abroad",M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-and-statistics-with-a-year--9f9a01c6-8a6e-451f-9e2b-56997b0fc6b5
Cardiff University,"Mathematics,Operational Research & Statistics with Professional Placement",BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-operational-research-statistics-with-professiona
École Polytechnique,Mathematics & Physics,BSc,,3.0,101,"Paris, France",https://www.study.eu/university/ecole-polytechnique/mathematics-physics
Keele University,Mathematics (Pure Mathematics),BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-pure-mathematics
University College Dublin (UCD),Mathematics & Statistics,MSc,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/mathematics-statistics
University College Dublin (UCD),Mathematics & Statistics,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/mathematics-statistics-ccef9ab9-2e1f-4185-98d4-645078d13e64
London School of Economics and Political Science (LSE),"Mathematics, Statistics and Business",BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-mathematics-statistics-and-business
Brunel University London,Mathematics & Statistics with Management,BSc (Hons),60078.0,3.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-statistics-with-management
Brunel University London,Mathematics & Statistics with Management with Placement,BSc (Hons),80104.0,4.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-statistics-with-management-with-placement
University of Trás-os-Montes and Alto Douro,Mathematics Teacher Education,Master,,,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-mathematics-teacher-education
University College Dublin (UCD),Mathematics (through Arts & Humanities/Social Sciences),BA (Hons),,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/mathematics-through-arts-humanities-social-sciences
"Birkbeck, University of London",Mathematics with Accounting,BSc (Hons),56029.0,3.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/mathematics-with-accounting
Cardiff University,Mathematics with a Professional Placement Year,M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-with-a-professional-placement-year
Cardiff University,Mathematics with a Year Abroad,BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-with-a-year-abroad
Cardiff University,Mathematics with a Year Abroad,M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-with-a-year-abroad-28eb2513-c926-48fd-95b5-f3c971257721
University of Greenwich,Mathematics with Business,BSc (Hons),,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-mathematics-with-business
Brunel University London,Mathematics with Computer Science,BSc (Hons),60078.0,3.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-with-computer-science
Brunel University London,Mathematics with Computer Science and Placement,BSc (Hons),80104.0,4.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-with-computer-science-and-placement
Middlesex University London,Mathematics with Computing,BSc,52027.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/mathematics-with-computing
University of Essex,Mathematics with Computing,BSc,86145.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-mathematics-with-computing
London School of Economics and Political Science (LSE),Mathematics with Data Science,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-mathematics-with-data-science
University of Sussex,Mathematics with Data Science,BSc (Hons),,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-mathematics-with-data-science
"Birkbeck, University of London",Mathematics with Economics,BSc (Hons),56029.0,3.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/mathematics-with-economics
London School of Economics and Political Science (LSE),Mathematics with Economics,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-mathematics-with-economics
University of Greenwich,Mathematics with Economics,BSc (Hons),64634.0,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-mathematics-with-economics
University of Sussex,Mathematics with Economics,BSc (Hons),,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-mathematics-with-economics-27748
Aberystwyth University,Mathematics with Education,BSc (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/mathematics-with-education
Maynooth University,Mathematics With Education (MED),BSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/mathematics-with-education-med
University of Sussex,Mathematics with Finance,BSc (Hons),,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-mathematics-with-finance
University of Derby,Mathematics with Foundation Year,BSc (Hons),,4.0,1005,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/mathematics-with-foundation-year
University of Aberdeen,Mathematics with Gaelic,BSc,102987.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mathematics-with-gaelic
University of Aberdeen,Mathematics with Gaelic,MA (UG),81643.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mathematics-with-gaelic-11613
University of Greenwich,Mathematics with International Study,BSc,,,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-mathematics-with-international-study
University of Edinburgh,Mathematics with Management,BSc (Hons),111792.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/mathematics-with-management
"Birkbeck, University of London",Mathematics with Management,BSc (Hons),56029.0,3.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/mathematics-with-management-20ced43d-2e93-41f9-8fd8-d0acd9689deb
King's College London,Mathematics with Management & Finance,BSc (Hons),,3.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/mathematics-with-management-finance
University of Essex,Mathematics with Physics,BSc,86145.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-mathematics-with-physics
Brunel University London,Mathematics with Placement,BSc (Hons),80104.0,4.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-with-placement
Brunel University London,Mathematics with Placement,M (UG),100130.0,5.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/mathematics-with-placement-152dffaf-e9b3-4f1f-a923-25f4c116a472
Cardiff University,Mathematics with Professional Placement,BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/mathematics-with-professional-placement
Keele University,Mathematics (with Statistics),BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/mathematics-with-statistics-6a5e3dcf-6496-43e1-877a-7b6e300268ed
"Birkbeck, University of London",Mathematics with Statistics,BSc (Hons),56029.0,3.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/mathematics-with-statistics
King's College London,Mathematics with Statistics,BSc (Hons),,3.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/mathematics-with-statistics-3f821126-5416-4505-9e4c-72747e1827e5
King's College London,Maxillofacial & Craniofacial Technology,MSc,,2.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/maxillofacial-craniofacial-technology
King's College London,Maxillofacial Prosthetic Rehabilitation,MSc,,3.0,42,United Kingdom – programme delivered online,https://www.study.eu/university/king-s-college-london/maxillofacial-prosthetic-rehabilitation
Reykjavík University,MBA,MBA,14615.0,1.0,1735,"Reykjavík, Iceland",https://www.study.eu/university/reykjavik-university/mba
Ramon Llull University,MBA,MBA,,1.0,N/A,"Barcelona, Spain",https://www.study.eu/university/ramon-llull-university/mba-5d369218-7fbf-4264-a495-01c7b28d3cf2
IESE Business School,MBA,MBA,82168.0,1.0,8321,"Madrid, Spain",https://www.study.eu/university/iese-business-school/mba-0ca9ade8-0c74-4ddc-998d-779cba2fdef8
London Business School,MBA,MBA,130068.0,1.0,1575,"London, United Kingdom",https://www.study.eu/university/london-business-school/mba-20306
American University of Cyprus,MBA,MBA,,1.5,4176,"Larnaca, Cyprus",https://www.study.eu/university/american-university-of-cyprus/mba-mba
University of Aberdeen,MBA (Aberdeen),MBA,,1.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mba-aberdeen
Wittenborg University of Applied Sciences,MBA: Accounting,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-accounting
Wittenborg University of Applied Sciences,MBA: Applied ICT,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-applied-ict
Wittenborg University of Applied Sciences,MBA: Clean Technology,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-with-specialisation-in-clean-technology
Macromedia University of Applied Sciences,MBA Data Analytics,MBA,22501.0,1.5,3180,"Berlin, Germany + 1 more campus",https://www.study.eu/university/macromedia-university-of-applied-sciences/mba-mba-data-analytics
Wittenborg University of Applied Sciences,MBA: Data Analytics,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-with-specialisation-in-data-analytics
Wittenborg University of Applied Sciences,MBA: Digital Transformation,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-with-specialisation-in-digital-transformation
Wittenborg University of Applied Sciences,MBA: Education,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-with-specialisation-in-education
HTW Berlin,MBA&E Life Science Management,MBA,,1.5,N/A,"Berlin, Germany",https://www.study.eu/university/htw-berlin/master-in-life-science-management
University of Aberdeen,MBA Energy Management,MBA,,1.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/mba-energy-management
Wittenborg University of Applied Sciences,MBA: Engineering,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-engineering
Wittenborg University of Applied Sciences,MBA: Entrepreneurship & Innovation,MBA,20164.0,1.5,N/A,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/mba-mba-entrepreneurship-innovation
